GivenName,MiddleInitial,Surname,City,State
Afrodille,A,Narcisse,Engis,WLG
Berangaria,P,Pichette,Noorderwijk,VAN
Clara,S,Pander,Gorsem,VLI
Forrest,J,Lévesque,Villers-le-Bouillet,WLG
Felicien,F,Pomerleau,Escanaffles,WHT
Guerin,N,Louineaux,Voort,VLI
Jorginho,J,Parlevliet,Kanne,VLI
Nickey,G,van den Doel,Esen,VWV
Necmettin,I,Brinkhof,Fraipont,WLG
Jeff,A,Türk,Merksem,VAN
Çiğdem,W,van de Louw,Sorinne-la-Longue,WNA
Bertrand,L,Goulet,Houdemont,WHT
Zacharie,C,Grondin,Roy,WHT
Auriville,P,Pinneau,Sint-Genesius-Rode,VBR
Neslihan,J,IJsselstein,L'Ecluse,WBR
Dixie,X,Raymond,Eeklo,VOV
Fatema,Y,Schalks,Bertogne,WHT
Azzeddine,A,Koelemeijer,Wemmel,VBR
Olle,L,Lejeune,Poeke,VOV
Sylvana,M,Broenink,Schelle,VAN
Suzet,R,Steenwijk,Bothey,WNA
Marjo,A,van der Borgh,Ciplet,WLG
Karl,J,van Domselaar,Vladslo,VWV
Carine,B,Gladu,Hollebeke,VWV
Audric,M,Bourget,Waret-la-Chaussée,WNA
Burrell,G,Godin,Haasrode,VBR
Christabel,C,Michaud,Grand-Hallet,WLG
Josephe,R,Douffet,Halle-Booienhoven,VBR
Boyan,S,Schaareman,Groot-Gelmen,VLI
Timoteus,G,Kouwenhoven,Deerlijk,VWV
Annemie,P,Piet,Thon,WNA
Pomeroy,M,Brasseur,Malderen,VBR
Odelette,A,Goguen,Grandhan,WHT
Alek,W,Gnodde,Moeskroen,WHT
Delmare,L,Théberge,Kolmont,VLI
Demi,G,Desruisseaux,Landegem,VOV
Rafiq,A,Blaauwgeers,Henri-Chapelle,WLG
Nihal,M,Klapwijk,Montignies-sur-Roc,WHT
Joachim,S,van Heijningen,L'Escaillère,WLX
Darko,E,Schilperoord,Sint-Baafs-Vijve,VWV
Evrard,M,Gabriaux,Geetbets,VBR
Nouel,D,Guérette,Vieux-Genappe,WBR
Manville,M,Cantin,Affligem,VBR
Sascha,A,van de Vliert,Sainte-Marie-Chevigny,WHT
Dimitri,H,Rikhof,Molenbeersel,VLI
Talbot,F,Paré,Linsmeau,WBR
Astolpho,G,Deschamps,Spiennes,WHT
Maylin,E,Hansma,Grâce-Berleur,WLG
Carine,V,Renaud,Dranouter,VWV
Émile,O,Grignon,Weismes,WLG
Sakina,H,van Leijenhorst,Estinnes,WHT
Auguste,C,Routhier,Thimougies,WHT
Norris,M,Cuillerier,Dongelberg,WBR
Abdelrahman,A,Tersteeg,Blaton,WHT
Sepp,M,Besselink,Vaulx,WHT
Mitzi,S,van Leijen,Leuven,VBR
Willy,M,van den Herik,Sint-Blasius-Boekel,VOV
Elroy,P,Colijn,Onze-Lieve-Vrouw-Lombeek,VBR
Ilyass,A,Put,Suarlée,WNA
Job,A,Herfst,Zegelsem,VOV
Porter,L,Vaillancourt,Beclers,WHT
Alice,L,Duranseau,Linter,VBR
Eveline,S,Ho,Poesele,VOV
Sevgi,L,Overtoom,Wimmertingen,VLI
Nadine,C,Ophof,Kapellen,VAN
Wiep,D,Kalloe,Wanzele,VOV
Harm-Jan,A,Offringa,Wanne,WLG
Searlas,S,Bazinet,Quévy-le-Grand,WHT
Henri,Z,Vaillancour,Freux,WHT
Seb,S,Achten,Vlissegem,VWV
Wiam,A,Michielse,Kester,VBR
Victor,G,Hervé,Liezele,VAN
Ryanne,K,Anthony,Alleur,WLG
Vail,B,Angélil,Groot-Gelmen,VLI
Talon,C,Bois,Estaimpuis,WHT
Ila,B,Trudeau,Longlier,WHT
Lianda,L,Zwager,Brasmenil,WHT
Kwinten,R,van Arendonk,Trazegnies,WLX
Bahadir,I,Odijk,Reningelst,VWV
Yoshi,M,Wijnker,Saint-Mard,WHT
Théophile,A,Clément,Loyers,WNA
Flint,N,Nobbe,Calonne,WHT
Sargent,C,Beaudry,Vorsen,VLI
Landers,D,Dufour,Ville-sur-Haine,WHT
Lein,F,Hannink,Moignelée,WNA
Jordi,C,Uenk,Laneffe,WNA
Creissant,T,Charpie,On,WHT
Jolein,S,Hoitink,Grandville,WLG
Michał,E,Scheele,Blanden,VBR
Thijm,S,Graveland,Vivy,WHT
Hamed,H,Blokker,Ramskapelle,VWV
Rifat,D,Wagenvoort,Cras-Avernas,WLG
Leuntje,M,Turkenburg,Renlies,WLX
Senne,M,Helmons,Elverdinge,VWV
Hubert,A,Corver,Molenstede,VBR
Volkert,W,Baar,Assenois,WHT
Daniella,B,Segaar,Omezée,WNA
Yessica,K,Hagedoorn,Diegem,VBR
Alfred,R,Lapointe,Ave-et-Auffe,WNA
Christelle,G,Desnoyer,Leisele,VWV
Forrest,H,Thériault,Ermeton-sur-Biert,WNA
Lucille,M,Desilets,La Reid,WLG
Sijbrand,R,van Duijn,Fontenelle,WNA
Harbin,B,Pinneau,Jodoigne,WBR
Eustache,A,Dionne,Milmort,WLG
Koray,M,van der Does,Brussel,WBR
David,B,Massé,Ensival,WLG
Mariette,M,Bourgeau,Ressaix,WHT
Zef,F,Roelofs,Florenville,WHT
Granville,A,Chatigny,Ways,WBR
Jules,A,Landry,Meise,VBR
Millard,M,Leclair,Goetsenhoven,VBR
Oualid,D,Smolenaars,Donceel,WLG
Dino,C,Aukes,Froidfontaine,WNA
Emrah,T,Severijns,Boekhout,VLI
Odo,C,Levasseur,Bettincourt,WLG
Pinabel,C,Cotuand,Edingen,WHT
Semmy,Y,Pijpers,Idegem,VOV
Gérard,G,Senneville,Velroux,WLG
Indra,H,Op 't Hoog,Schoonaarde,VOV
Steve,R,Haalboom,Sautin,WLX
Arienne,L,Desroches,Mettekoven,VLI
Nasreddine,E,Wijnker,St-Maria-Oudenhove,VOV
Mahsa,M,Houterman,Thiméon,WLX
Adélaïde,R,Gougeon,Stene,VWV
Ismael,L,van Beuzekom,Senzeille,WNA
Odo,B,Gendron,Neufmaison,WHT
Tristan,M,Cinq-Mars,Burcht,VAN
Randolf,H,Benschop,Vlierzele,VOV
Gennaro,J,Kicken,Buissonville,WNA
Deepak,G,Holtslag,Kanne,VLI
Granville,P,Durepos,Bambrugge,VOV
Olivier,A,DeGrasse,Veltem-Beisem,VBR
Jacqueline,S,Bureau,Velm,VLI
Zacharie,L,Langlais,Haut-le-Wastia,WNA
Ilyasse,M,de Blaauw,Jandrain-Jandrenouille,WBR
Gideon,D,van Diessen,Erwetegem,VOV
Roger,V,Savard,Mourcourt,WHT
Imre,D,Aydin,Nerem,VLI
Channing,B,Émond,Knesselare,VOV
Honoré,R,Lanctot,Tintigny,WHT
Mason,S,Marchesseault,Rouvroy,WHT
Jules,A,Parenteau,Louette-Saint-Denis,WNA
Faouzia,T,van der Wees,Mesvin,WHT
Kristien,J,ten Thije,Hulsonniaux,WNA
Jo,N,Mimpen,Kallo,VOV
Richard,V,Chaloux,Habay,WHT
Fauna,L,Leroy,Châtelineau,WLX
Maurice,F,Angélil,Hodeige,WLG
Genevre,É,Martineau,Ledeberg,VOV
Joseph,C,Grignon,Huise,VOV
Mohamud,J,Moleman,Faulx-les-Tombes,WNA
Nawid,K,Hoefnagels,Nederboelare,VOV
Pomeroy,C,Duplessis,Perwez-Haillot,WNA
Yvon,D,Thériault,Meerle,VAN
Davet,A,Meunier,Aaigem,VOV
Armina,F,Cloutier,Blanden,VBR
Youssri,L,Zweep,Thy-le-Bauduin,WNA
Fifi,R,Foucault,Franchimont,WNA
Goran,V,Roerdink,Nassogne,WHT
Alev,J,van Loo,Dion-Valmont,WBR
Bengt,A,Schaap,Gages,WHT
Marly,A,Rietveld,Tournai,WHT
Geoffrey,D,Chartier,Lamorteau,WHT
Édouard,D,Boncoeur,Harnoncourt,WHT
Ansel,H,Pelchat,Attert,WHT
Nassir,M,Nijenkamp,Meerle,VAN
Archaimbau,A,Savard,Gavere,VOV
Durmus,M,van Rijen,Auvelais,WNA
Youssef,A,van de Wege,Malmédy,WLG
Anjo,L,Rietman,Herselt,VAN
Charlot,X,Bourget,Pulderbos,VAN
Jouke,N,Wiegerinck,Flostoy,WNA
Mandel,C,Duval,La Bouverie,WHT
Guerin,G,Paradis,Baasrode,VOV
Jeoffroi,D,Perrault,Boussoit,WHT
Josien,M,Haaijer,Brakel,VOV
Shilan,S,Kooreman,Langdorp,VBR
Leroy,L,Cailot,Neerijse,VBR
Faye,M,Pas,Melsele,VOV
Somer,S,Begin,Lantremange,WLG
Hennie,N,Kamman,Sint-Katelijne-Waver,VAN
Carlotta,H,Stellingwerf,Vlijtingen,VLI
Gilbert,C,Charrette,Spalbeek,VLI
Torben,Y,Biemond,Onoz,WNA
Émile,A,Aucoin,Arbrefontaine,WLG
Graziella,D,de Pooter,Manhay,WHT
Harald,F,Verdult,Vremde,VAN
Ophelia,B,Chartier,Kampenhout,VBR
Hendericus,A,Suurland,Kessel-Lo,VBR
Paul,D,Côté,Rahier,WLG
Mathew,F,van Leuven,Ragnies,WLX
Azra,O,van den Hul,Mellet,WLX
Jonathan,I,Luijben,Furfooz,WNA
Aarnout,E,Karim,Heestert,VWV
Aimé,C,Des Meaux,Patignies,WNA
Hedda,R,Pothof,Couillet,WLX
Harmpje,D,Katuin,Villers-en-Fagne,WNA
Daniël,N,Honcoop,Pepinster,WLG
Vick,A,Sicard,Stevoort,VLI
Elcke,B,Steijger,Reningelst,VWV
Orkun,A,Wentzel,Sprimont,WLG
Emad,M,Crutzen,Vodecée,WNA
Mavise,B,Lamour,Fexhe-Slins,WLG
Saville,F,Goguen,Anlier,WHT
Bernie,Y,Sparreboom,Kruibeke,VOV
Esengül,G,Verbree,Neufchâteau,WLG
Eyüp,F,Schipper,Heusy,WLG
Giovanni,Z,Hensgens,Astene,VOV
Aymon,K,Grivois,Brussel,WBR
Chappell,J,Lemaître,Brussel,WBR
Dominique,B,Goudreau,Lambermont,WLG
Leoni,A,van de Linde,Buggenhout,VOV
Rowen,S,Hunneman,Berlaar,VAN
Stéphane,C,Guédry,Chanly,WHT
Admir,A,Çelik,Sippenaeken,WLG
Quoc,F,Tijssen,Morhet,WHT
Senior,B,Desaulniers,Fourons,VLI
Alphonse,O,Berthiaume,Stambruges,WHT
Roland,L,Doyon,Goutroux,WLX
Auda,P,Houde,La Calamine,WLG
Franck,B,Breton,Anseremme,WNA
Mohamed,S,Neele,Thines,WBR
Emmely,R,van Silfhout,Tavigny,WHT
Geoffrey,M,Girard,Kaulille,VLI
Nadie,M,Louwen,Munsterbilzen,VLI
Diane,B,Bilodeau,Carlsbourg,WHT
Onfroi,D,Fouquet,Bailleul,WHT
Ambra,G,Bouvier,Scheldewindeke,VOV
Lyle,O,Gamache,Purnode,WNA
Prewitt,C,Brunelle,Péronnes-lez-Binche,WHT
Ale,A,Alferink,Haltinne,WNA
Loring,C,Lalonde,Liezele,VAN
Deny,H,Heerdink,Seny,WLG
Esmé,R,van der Pas,Limerlé,WHT
Remke,S,Ellen,Viroinval,WNA
Carolos,L,Lauzier,Wattripont,WHT
Siard,G,Douw,Lauw,VLI
Cherryl,K,Verstegen,Hamont,VLI
Safwan,A,Albayrak,Wilsele,VBR
Mariano,T,Overgoor,Ressegem,VOV
Mayhew,M,Tardif,Bierghes,WBR
Ray,V,Narcisse,Destelbergen,VOV
Merci,M,Archambault,Lombardsijde,VWV
Marine,B,Paradis,Antwerpen,VAN
Rokus,K,Paauwe,Gistel,VWV
Abdelwahed,M,de Gruijter,Koersel,VLI
Oussama,A,Slagmolen,Villers-Deux-Eglises,WNA
Dmitri,S,van Megen,Naninne,WNA
Esraa,R,Hietkamp,Nouvelles,WHT
Nouel,O,Deslauriers,Petegem-aan-de-Leie,VOV
Thiery,G,Dupéré,Guirsch,WHT
Arwin,K,Finke,Grammene,VOV
Gill,F,Douffet,Nieuwkerke,VWV
Meindert,M,Kreuning,Hastière-Lavaux,WNA
Su,J,Kastermans,Conneux,WNA
Nerena,T,de Jongste,Peutie,VBR
Eugène,C,Moquin,Melden,VOV
Odo,M,Coulombe,Dion,WNA
Aiglentina,S,Vadeboncoeur,Glons,WLG
Lucas,A,Parizeau,Brucargo,VBR
Sophie,T,Fongemie,Liezele,VAN
Abderrahim,S,Putman,Jemelle,WNA
Camille,H,Faucher,Annevoie-Rouillon,WNA
Roosje,S,Balster,Aspelare,VOV
Émilie,G,Giguère,Sint-Goriks-Oudenhove,VOV
Randolph,P,Kaan,Dendermonde,VOV
Reina,G,Coppelmans,Hamipré,WHT
Turner,Y,Lauzier,Cortil-Noirmont,WBR
Jia,I,van Eekeren,Beigem,VBR
Benoît,F,Bourassa,Incourt,WBR
Saber,F,Lemieux,Flémalle-Haute,WLG
Ray,H,Lessard,Deurle,VOV
Brayen,M,Jong,'s Gravenvoeren,VLI
Yip,M,Kisters,Roucourt,WHT
Neville,A,Camus,Oudekapelle,VWV
Line,J,Knook,Hasselt,VLI
Dexter,H,Grignon,Bouffioulx,WLX
Syed,M,Sala,Vossem,VBR
Mirza,A,Kindt,Wichelen,VOV
Jack,C,Regelink,Mullem,VOV
Rodny,S,Ramaekers,Harnoncourt,WHT
Gay,T,Bellefeuille,Izel,WHT
Matthea,E,Vingerhoets,Sint-Maria-Latem,VOV
Matz,A,Jongejan,Wasmuel,WHT
Lowell,A,Archambault,Stekene,VOV
Pryor,A,Paulet,Hannêche,WLG
Bevis,Y,Legault,Bertrée,WLG
Michel,M,Lajeunesse,Brakel,VOV
Riccardo,T,Boerakker,Perwez-Haillot,WNA
Audric,M,Quiron,Micheroux,WLG
Gürkan,A,Stiekema,Walhain,WBR
Albertine,P,Thibodeau,Wasseiges,WLG
Audrey,G,Houle,Beek,VLI
Sania,S,Bergwerff,Sint-Martens-Voeren,VLI
Aiko,I,Romeijn,Colfontaine,WHT
Fabiënne,R,Schildmeijer,Iddergem,VOV
Shalina,N,van Adrichem,Boorsem,VLI
Ziad,C,Silva,Zevekote,VWV
Cerise,M,Brousseau,Haulchin,WHT
Tijl,O,Bennis,Machelen,VBR
Adrienne,A,Artois,Sint-Laureins-Berchem,VBR
Gilles,A,Paquet,Kester,VBR
Hendrieke,J,Zantinge,Hanzinne,WNA
Telford,M,St-Pierre,Maarkedal,VOV
Claire,R,Fongemie,Walhain,WBR
Adrien,R,Étoile,Sint-Joris,VWV
Geeta,M,van Tuijl,Arendonk,VAN
Jeremy,D,van der Gugten,Roclenge-sur-Geer,WLG
Talbot,A,Clément,Roesbrugge-Haringe,VWV
Musette,V,Duffet,Beveren-aan-den-IJzer,VWV
Jurn,H,Arensman,Liège,WLG
Suleyman,Y,Eeken,Attenrode,VBR
Jacquenett,A,Chalut,Kerkhove,VWV
Burnell,D,Fecteau,Braives,WLG
Percy,B,Couturier,Schorisse,VOV
Adri,N,Rengers,Smetlede,VOV
Turner,M,Labonté,Heers,VLI
Take,M,Gerards,Mabompré,WHT
Aleron,R,Fremont,Crehen,WLG
Patricia,G,Riel,Ochamps,WHT
Saša,A,Baremans,Mélin,WBR
Tanguy,A,Pitre,Schendelbeke,VOV
Justen,A,Marechal,Croix-lez-Rouveroy,WHT
Jean,L,Denis,Porcheresse,WNA
Zeb,S,Altun,Tisselt,VAN
Guy,N,Narcisse,Franchimont,WNA
Madeleine,T,Pomerleau,Trivières,WHT
Odo,B,Audet,Ruiselede,VWV
Güllü,H,Matthijsse,Etikhove,VOV
Brice,S,Cliche,Kaster,VWV
David,A,Archambault,Roux,WLX
Edmee,D,Goudreau,Oret,WNA
Mason,A,Garceau,Langemark-Poelkapelle,VWV
Kick,C,Schuller,Opbrakel,VOV
Antoine,B,Cinq-Mars,Dhuy,WNA
Loyal,S,Chenard,Sart-Saint-Laurent,WNA
Alexandre,S,Rhéaume,Bléharies,WHT
Vincent,L,Rocher,Morhet,WHT
Ate,A,Holwerda,Momalle,WLG
Alexandros,C,Mans,Ittre,WBR
Esmeray,A,van Heumen,Blankenberge,VWV
Calandre,A,Garnier,Zandvoorde,VWV
Joseph,V,Vernadeau,Maulde,WHT
Jeannot,H,Breedveld,Okegem,VOV
Caroliene,J,van der Rest,Oudekapelle,VWV
Orson,C,Robert,Wellen,VLI
Christien,N,Bousquet,Wortel,VAN
Aubin,R,Bolduc,Zulzeke,VOV
Renée,D,Spaargaren,Xhendelesse,WLG
Jurren,S,Maes,Strijtem,VBR
Matthieu,E,Narcisse,Reet,VAN
Valentine,B,Miron,Mirwart,WHT
Manna,R,Boschman,Hertsberge,VWV
Cristel,E,van den Brandt,Marbais,WBR
Archard,P,Lapresse,Bassenge,WLG
Jian,M,Veninga,Rijkhoven,VLI
Rishi,O,van Hoeven,Ath,WHT
Lance,E,Lalonde,Longchamps,WNA
Prewitt,B,Beaupré,Ledegem,VWV
D'Arcy,D,Lachapelle,Trazegnies,WLX
Duran,E,Creemers,Terwagne,WLG
Hendri,M,Wubbels,Oeudeghien,WHT
Albracca,B,Boulanger,Loonbeek,VBR
Campbell,P,Ruel,Heppenbach,WLG
Medoro,L,Desrosiers,Villers-Deux-Eglises,WNA
Anahita,M,Lammens,Villers-le-Gambon,WNA
Marshall,B,Hoppenbrouwer,Saint-Aubin,WNA
Nicole,F,Lachapelle,Haacht,VBR
Audric,A,Gilbert,Sint-Pieters-Leeuw,VBR
Pryor,V,Dufour,Grand-Rechain,WLG
Max,R,Compier,Vaux-lez-Rosières,WHT
Linette,T,Mouet,Herquegies,WHT
Haris,A,Couperus,Outgaarden,VBR
Wendel,L,Starke,Milmort,WLG
Chanou,K,Pietersen,Thuillies,WLX
Marte,K,Braun,Kolmont,VLI
Roslyn,X,Mazuret,Andrimont,WLG
Işil,C,den Herder,Brussel,WBR
Laurent,O,Beauchesne,Flostoy,WNA
Koert,I,Dröge,Sint-Joris-Winge,VBR
Geoffrey,P,Latourelle,Roclenge-sur-Geer,WLG
Chantal,P,Bizier,Rutten,VLI
Jayce,A,van der Neut,Kaprijke,VOV
Ariane,J,Rijlaarsdam,Driekapellen,VWV
Teus,J,Algra,Lokeren,VOV
Yüksel,D,Petiet,Westrem,VOV
Arienne,M,Gaillard,Hombeek,VAN
Arlette,M,Picard,Polleur,WLG
Vivienne,H,Henrichon,Sint-Job-int-Goor,VAN
Scoville,D,Vertefeuille,Mannekensvere,VWV
Adèle,M,Bériault,Elst,VOV
Xarles,R,Lafrenière,Wegnez,WLG
Bevis,O,Gingras,Heks,VLI
Joao,S,Holsappel,Ressegem,VOV
Guerin,L,Rouleau,Rutten,VLI
Jamel,H,Francisca,Dikkele,VOV
Jarod,J,Kempers,Ertvelde,VOV
Sylvain,D,Overweel,Obaix,WLX
Laurent,G,Busque,Dendermonde,VOV
Herjan,J,Cameron,Piétrain,WBR
Silas,G,Ruhe,Brussel,WBR
Vail,E,Pinette,Les Avins,WLG
Noël,D,Lebel,Quévy-le-Petit,WHT
Florismart,C,Benjamin,Weismes,WLG
Luc,O,Tachel,Goé,WLG
Elaine,L,Hendriks,Stokrooie,VLI
Millicent,R,Provencher,La Hulpe,WBR
Coralie,A,Busscher,Bikschote,VWV
Fletcher,F,Pariseau,Mesnil-Saint-Blaise,WNA
Laurent,C,Savard,Torgny,WHT
Fanette,I,Bois,Philippeville,WNA
Paulus,T,Nillesen,Petit-Enghien,WHT
Lance,E,'t Lam,Burdinne,WLG
Gabrielle,A,Louineaux,Tenneville,WHT
Seymour,L,L'Anglais,Desselgem,VWV
Azura,T,Duplanty,Romershoven,VLI
Bartlett,L,Vincent,Papignies,WHT
Colette,G,Pichette,Heer,WNA
Pomeroy,C,Girard,Houx,WNA
Aryan,G,de Gans,Isnes,WNA
David,H,Déziel,Petit-Thier,WHT
Huib,K,Kornet,Sint-Martens-Voeren,VLI
Rule,J,Hughes,Assenede,VOV
Florus,A,Cloutier,Arc-Ainières,WHT
Ferragus,F,Généreux,Steenhuffel,VBR
Amerik,J,Dillen,Beho,WHT
Éric,L,Marceau,Fayt-le-Franc,WHT
Armina,F,Brunelle,Havinnes,WHT
Randolf,R,Peet,Virelles,WLX
Kris,J,Duiveman,Heusden,VLI
Eloise,M,Dandonneau,Marchovelette,WNA
Hedda,B,Joosse,Tervuren,VBR
Louis,A,Lessard,Wondelgem,VOV
Barry,D,Gladu,Wannebecq,WHT
Sidney,J,Émond,Brussel,WBR
Herjan,P,van den Hoed,Basse-Bodeux,WLG
Carolos,V,Hughes,Drogenbos,VBR
Meyke,I,van Lent,Ename,VOV
Houssam,Y,Veldhuis,Lasne-Chapelle-St-Lambert,WBR
Martin,L,de Chateaub,Péronnes-lez-Antoing,WHT
Raoul,D,Paiement,Ruien,VOV
Martina,D,Pauwels,Bas-Oha,WLG
Nickey,J,Doest,Baillonville,WNA
Pascal,A,Lagueux,Sint-Truiden,VLI
Henry,R,Cuillerier,Spa,WLG
Xu,J,Janzen,Housse,WLG
Marie,G,Sciverit,Somme-Leuze,WNA
Alphonsus,G,Aarts,Piétrain,WBR
Theodore,J,Akdeniz,Sint-Joris-Winge,VBR
Ilja,E,Klap,Wijer,VLI
Dexter,D,Boivin,Modave,WLG
Mirabelle,B,Compagnon,Coutisse,WNA
Vanity,H,van Kooten,L'Ecluse,WBR
Tian,A,Snoeren,Zonnegem,VOV
Nadya,W,Kruijs,Daussois,WNA
Pepijn,M,Minderhoud,Landenne,WNA
Desire,J,Harquin,Lahamaide,WHT
Gabriel,F,Grimard,Ophoven,VLI
Noelle,H,Vincent,Vedrin,WNA
Tyson,C,Begin,Hody,WLG
Wladimir,G,Mars,Grand-Hallet,WLG
Petronella,I,Ariëns,Dohan,WHT
Cinderella,M,Caya,Gomze-Andoumont,WLG
Paul,A,Gingras,Oizy,WNA
Jay,A,Brault,Lantremange,WLG
Campbell,M,Gauvin,Flamierge,WHT
Georges,D,Niewold,Chaineux,WLG
Cloridan,C,Hervieux,Tailles,WHT
Tjark,L,Trouw,Jeneffe,WLG
Luc,A,Gladu,Wintershoven,VLI
Fleurette,T,Cyr,Koekelberg,WBR
Delphine,M,Therrien,Dison,WLG
Hamid,I,de Brabander,Furfooz,WNA
Kasim,A,van Lingen,Marneffe,WLG
Dyon,N,van der Zaag,Ooigem,VWV
Remke,J,van Heertum,Beek,VLI
Soulaïman,A,Knook,Zoerle-Parwijs,VAN
Turner,I,Course,Hamont,VLI
Hortense,A,Lemelin,Bavikhove,VWV
Richard,A,Lefèbvre,Werken,VWV
Isabelle,T,Bousquet,Kortemark,VWV
Larry,K,Savelkoul,Amay,WLG
Carolos,A,Mainville,Loonbeek,VBR
Mehmet,E,Nicolai,Peissant,WHT
Janco,J,Smans,Gérompont,WBR
Marguerite,G,Massé,Beveren-Waas,VOV
Gilles,P,Bisaillon,Rumst,VAN
Kâmil,J,Varekamp,Aalst,VLI
Serdal,C,Lagerwerf,Sautour,WNA
Ad,K,Geus,Bourseigne-Neuve,WNA
Bernarda,T,van de Laar,Saint-Symphorien,WHT
Torben,A,Vogelsang,Estinnes,WHT
Saber,F,Bélanger,Boirs,WLG
Jesper,M,Corbeil,Arc-Wattripont,WHT
Joaquin,W,Kindt,Gellik,VLI
Kari,F,Du Trieux,Zwevegem,VWV
Tjarda,M,van Woerkom,Waremme,WLG
Cosette,A,Lafontaine,Meilegem,VOV
Seymour,C,Laux,Attert,WHT
Loring,P,Bois,Loyers,WNA
Edmee,L,Gamache,Vinalmont,WLG
Aimen,E,van Dorst,Vyle-et-Tharoul,WLG
Quincy,S,Duranseau,Seny,WLG
Yordi,S,Scholtens,Hennuyères,WHT
Thorben,D,Gravemaker,Kuttekoven,VLI
Dion,H,van Seeters,Harelbeke,VWV
Chevy,A,Heller,Riemst,VLI
Xavier,F,Cyr,Hannut,WLG
Gerko,H,Rink,Bossut-Gottechain,WBR
Manus,J,Plasmeijer,Péruwelz,WHT
Nicholas,O,Jolicoeur,Aye,WHT
Talbot,M,Lamarre,Malmédy,WLG
Carmen,M,van der Hoek,Hollebeke,VWV
Élisabeth,A,Huot,Hechtel,VLI
Domenique,J,Kampen,Erondegem,VOV
Tygo,S,van der Scheer,Pipaix,WHT
Telford,R,Neufville,Pont-à-Celles,WLX
Ylse,D,Malestein,Hargimont,WHT
Lucas,C,Villeneuve,Jalhay,WLG
Tuan,B,Hulsen,Les Avins,WLG
Sylvie,E,Varieur,Wanne,WLG
Jürgen,J,Vedder,Boncelles,WLG
Luc,L,Beckers,Cortil-Wodon,WNA
Zdenek,A,Marcoux,Membruggen,VLI
Kevser,S,Westenberg,Toernich,WHT
Zdenek,C,Lanteigne,Saint-Mard,WHT
Ayden,S,Tuijn,Grandmenil,WHT
M,E,Bik,Thimougies,WHT
Gustav,J,Lust,Saint-Vith,WLG
Emilius,B,Hultink,Hergenrath,WLG
Tjeu,A,van Heek,Etalle,WHT
Tanguy,G,Riel,Esneux,WLG
Sana,S,Witvliet,Borlon,WHT
Firat,M,Schijvens,Heks,VLI
Scoville,C,Audet,Velroux,WLG
Hendrik,R,van Casteren,Erquennes,WHT
Reijer,M,van Thiel,Morhet,WHT
Roslyn,D,Mercure,Brugge,VWV
Tarık,E,van der Does,Mornimont,WNA
Neville,K,Durand,Mellier,WHT
Saber,F,Hakvoort,Wechelderzande,VAN
Gaston,F,Legault,Hingeon,WNA
Rasim,A,Verhappen,Erps-kwerps,VBR
Rahma,R,Delfos,Lantin,WLG
Mavise,B,Audibert,Holsbeek,VBR
Tanguy,B,Lanctot,Fosse,WLG
Pauline,F,Gaillou,Ville-sur-Haine,WHT
Yuri,J,Vaassen,Rijkhoven,VLI
Melvin,F,Schoonbrood,Chevetogne,WNA
Karam,J,Verra,Bommershoven,VLI
Ben,A,Schra,Mehaigne,WNA
Rashied,J,Zieleman,Lobbes,WLX
Kean,S,Klaassens,Brussel,WBR
Mano,K,Nooijen,Sugny,WNA
Xarles,C,Petrie,Onkerzele,VOV
Perrin,N,Gervais,Pont-de-Loup,WLX
Luce,I,Leblanc,Meeswijk,VLI
Norris,D,Benoit,Hove,VAN
Senior,A,Alexandre,Bommershoven,VLI
Perrin,R,Croquetaigne,Wulpen,VWV
Fauna,A,Trottier,Sint-Pauwels,VOV
Jannik,P,Pieters,Grobbendonk,VAN
Pasquale,T,van Eert,Wommersom,VBR
Salah,S,Christiaanse,Sint-Pieters-Leeuw,VBR
Tibor,W,Pekel,Jodoigne,WBR
Lorenz,A,Ramdien,Steenkerke,VWV
Fifi,G,Nadeau,Eliksem,VBR
Bayard,A,Chauvet,Braives,WLG
Latoya,A,Wilke,Anzegem,VWV
Catrinus,L,Bliekendaal,Flamierge,WHT
Valerio,S,Willemsen,La Glanerie,WHT
Zoe,S,Louter,Scherpenheuvel,VBR
Eleni,Y,Huttinga,Mannekensvere,VWV
Dielle,F,Rousseau,Beverlo,VLI
Riemer,F,Lodder,Outrelouxhe,WLG
Tearlach,E,Roy,Beringen,VLI
Capucine,A,Fournier,Jandrain-Jandrenouille,WBR
Sumner,H,Mathieu,Florée,WNA
Camilla,C,Smedes,Petit-Roeulx-lez-Nivelles,WHT
Lothair,M,Huard,Surice,WNA
Benoit,J,van Amstel,Schoonaarde,VOV
Manoah,F,Braam,Agimont,WNA
Gilles,C,Morin,Hoeselt,VLI
Dan,N,van Lith,Houtaing,WHT
Steff,S,Bolk,Huy,WLG
Romaine,O,Gareau,Alleur,WLG
Güven,Z,van Loenen,Nederokkerzeel,VBR
Odette,C,Pirouet,Zellik,VBR
Léon,V,Deslauriers,Ville-en-Hesbaye,WLG
Hamsa,S,Lammertink,Ooigem,VWV
Metehan,A,Keurentjes,Sart-Eustache,WNA
Aubin,J,Sarrazin,Naomé,WNA
Agramant,C,Beaulieu,Rouvroy,WHT
Odo,A,Paimboeuf,Nalinnes,WLX
Ziggy,I,Beekelaar,Noville-les-Bois,WNA
Varden,L,Thibault,Baillonville,WNA
Berdina,F,Oostenbrink,Werm,VLI
